id,group,average_speed,average_distance_per_frame,maximal_distance_traveled,average_change_in_pixels,average_angular_speed,total_distance_traveled,distance_traveled_bin,average_acceleration,time_elapsed_(hours),std_speed,std/mean,roaming_fraction,lifespan,drugged1,drugged2,worm_id
25,25.0,0.5966400705712167,1.1932801411424334,72283.80107479377,0.23581757508342602,1.8140711149663569,72283.80107479377,1072.8575180357875,0.7804273806687381,150.5,7.495232835692851,12.562402703722189,0.020022246941045607,228.445,1,0,1
26,26.0,2.8676773932489033,5.7353547864978065,77014.3494356231,-0.2099514563106796,1.1298954837435409,77014.3494356231,4730.548360829329,2.2277590642667926,156.5,6.2788283786801955,2.1895169915074257,0.7135922330097088,228.445,1,0,1
27,27.0,0.6175539796070547,1.2351079592141094,78124.98192643933,-0.03337041156840934,1.7172090576650902,78124.98192643933,1110.632490816235,0.6493388861237372,162.5,3.249316302254949,5.261590742759793,0.047830923248053395,228.445,1,0,1
28,28.0,0.5530758683112851,1.1061517366225702,79119.95654080754,-0.0033370411568409346,1.5814848530900065,79119.95654080754,994.9746143682132,0.6388981005721488,168.5,3.726077886308916,6.737010417188886,0.04560622914349277,228.445,1,0,1
29,29.0,1.0313576122234174,2.0627152244468347,80974.70177854631,0.01668520578420467,0.8951156086226364,80974.70177854631,1854.7452377387672,1.3796087618643724,174.5,9.803316341005306,9.505254263718633,0.23915461624026696,228.445,1,0,1
30,30.0,1.196966503008842,2.393933006017684,83127.90546791327,-0.004449388209121246,1.242263341857765,83127.90546791327,2153.2036893669574,1.0886360633477132,180.5,3.561030857007508,2.9750463760314623,0.42269187986651835,228.445,1,0,1
31,31.0,0.3392899460712497,0.6785798921424994,83737.89554872805,0.020022246941045607,1.3825544073139733,83737.89554872805,609.9900808147795,0.41771310254354405,186.5,2.974110950341385,8.765691364508728,0.011123470522803115,228.445,1,0,1
32,32.0,0.39354224951252403,0.7870844990250481,84445.70113107095,0.04004449388209121,1.55342756963151,84445.70113107095,707.8055823429022,0.4184717348516387,192.5,2.0663316643641814,5.2505967705467995,0.012235817575083427,228.445,1,0,1
33,33.0,0.5865997222040207,1.1731994444080414,85502.24416073824,-0.00778642936596218,1.7582839804049013,85502.24416073824,1056.5430296672857,0.5582408307788228,198.5,2.281490062999886,3.8893473294322134,0.04560622914349277,228.445,1,0,1
34,34.0,0.16534792395961131,0.33069584791922263,85799.53972801779,-0.042269187986651836,1.1818200588015317,85799.53972801779,297.2955672795506,0.20283407041071544,204.5,0.9677337147041782,5.8527116127600225,0.011123470522803115,228.445,1,0,1
35,35.0,0.31545402010616364,0.6309080402123273,86367.20046865937,-0.04338153503893215,1.5635026429550127,86367.20046865937,567.660740641586,0.34082472112106205,210.5,1.978536662993479,6.272028685282304,0.012235817575083427,228.445,1,0,1
36,36.0,0.2207151481510801,0.4414302963021602,86764.04630503495,0.07897664071190211,1.5680630319925968,86764.04630503495,396.8458363755781,0.2637947534522024,216.5,1.5104562640584438,6.843464423314219,0.011123470522803115,228.445,1,0,1
37,37.0,0.7591141097673599,1.5182282195347199,88129.60656195466,-0.07897664071190211,1.5569006527762759,88129.60656195466,1365.5602569197072,0.7957327551444631,222.5,3.4129463243252953,4.495959540748407,0.0778642936596218,228.445,1,0,1
38,38.0,0.1420687814911295,0.284137562982259,88385.04623107584,0.0,0.9595894112508828,88385.04623107584,255.43966912118776,0.20347656646203546,228.5,1.6361238269092064,11.516420495317353,0.011123470522803115,228.445,1,0,1
39,39.0,0.2924828437146088,0.5849656874292176,88910.94506449354,0.0,1.341461521779715,88910.94506449354,525.8988334176975,0.34654558778330735,234.5,1.8424347010046556,6.299291533155421,0.025583982202447165,228.445,1,0,1
40,40.0,0.2172716128068221,0.4345432256136442,89301.5994243203,0.018909899888765295,1.133645699760833,89301.5994243203,390.6543598267599,0.2609083279378174,240.5,1.6408954201174757,7.552277073473048,0.011123470522803115,228.445,1,0,1
41,41.0,0.2560569213709667,0.5121138427419334,89761.92783282328,0.05116796440489433,1.2744443800418808,89761.92783282328,460.3284085029736,0.3022945583713834,246.5,2.1593094583645764,8.432927517847647,0.02335928809788654,228.445,1,0,1
42,42.0,0.2778499799926577,0.5556999599853154,90261.71645325898,-0.07007786429365963,1.5931761821257857,90261.71645325898,499.7886204357055,0.32509979113179455,252.5,2.225478386239582,8.009640260900472,0.011123470522803115,228.445,1,0,1
43,43.0,0.24982350673249948,0.49964701346499896,90715.73572939416,0.026589595375722544,1.4479123014644135,90715.73572939416,454.0192761351791,0.23934093431116965,258.5,0.4477072244203994,1.7920940678323978,0.011560693641618497,228.445,1,0,1
44,44.0,0.16957228282932868,0.33914456565865736,91020.42241387979,0.004449388209121246,1.422754725392828,91020.42241387979,304.68668448562676,0.17935684463384446,264.5,0.4703131713174606,2.7735262123635027,0.008898776418242492,228.445,1,0,1
45,45.0,0.1967091773931464,0.3934183547862928,91374.54986964789,-0.030033370411568408,1.1771468426630594,91374.54986964789,354.12745576810266,0.3374806100618833,270.5,3.8106367654068154,19.371931782271705,0.011123470522803115,228.445,1,0,1
46,46.0,0.1388886732641793,0.2777773465283586,91623.1605947906,0.08156424581005586,1.1257085340068622,91623.1605947906,248.61072514271655,0.14579539513882192,276.4977777777778,0.24810871881303784,1.7863855488137017,0.0033519553072625698,228.445,1,0,1
47,47.0,0.2354802448832182,0.4709604897664364,92157.45478133427,-0.04976851851851852,1.4655065648439118,92157.45478133427,534.2941865436587,0.23676347847101056,282.5,0.8452946996128071,3.5896629037056353,0.009259259259259259,228.445,1,0,1
48,48.0,0.1839843615138563,0.3679687230277126,92487.9334350485,-0.03337041156840934,0.9142718824350199,92487.9334350485,330.4786537142354,0.2967082463707788,288.5,3.252780166869863,17.67965570609048,0.011123470522803115,228.445,1,0,1
49,49.0,0.12375694399994651,0.24751388799989302,92710.44842036048,0.0,1.0391255090154294,92710.44842036048,222.51498531198013,0.19590815593983235,294.5,1.6951432816973875,13.697358927173575,0.011123470522803115,228.445,1,0,1
50,50.0,0.1458225621131499,0.2916451242262998,92972.63738703987,0.0,0.9487768829736178,92972.63738703987,262.1889666793868,0.21681410100721163,300.5,1.6943187140573093,11.619043648009804,0.011123470522803115,228.445,1,0,1
51,51.0,0.1325023667386938,0.2650047334773876,93210.87664243592,0.014460511679644048,0.7440599774685827,93210.87664243592,238.2392553960526,0.22065433185350597,306.5,2.1760875723525293,16.42300908212427,0.011123470522803115,228.445,1,0,1
52,52.0,0.20338740612696954,0.4067748122539391,93576.71260298108,-0.012235817575083427,1.1958724032663541,93576.71260298108,365.8359605451551,0.2103320221853487,312.5,0.6862408186635276,3.374057576776042,0.011123470522803115,228.445,1,0,1
