id,group,average_speed,average_distance_per_frame,maximal_distance_traveled,average_change_in_pixels,average_angular_speed,total_distance_traveled,distance_traveled_bin,average_acceleration,time_elapsed_(hours),std_speed,std/mean,roaming_fraction,lifespan,drugged,worm_id
0,0.0,0.15933684728666814,0.3186736945733363,286.48214872317095,-0.04449388209121246,0.9756323056992853,286.48214872317095,286.48214872317095,0.2187003180886633,0.5,0.40925971682691586,2.568518982245226,0.0,324.4222222222222,0,13
1,1.0,1.898199336441275,3.79639867288255,3747.9542918119564,0.11123470522803114,1.465738906269941,3747.9542918119564,3461.4721430887853,2.285841018738697,6.5,8.573613388675822,4.516708663880131,0.610678531701891,324.4222222222222,0,13
2,2.0,1.557502506321023,3.115005012642046,6639.227846384049,-0.09010011123470522,1.4955220943398966,6639.227846384049,2891.273554572093,2.15011429352705,12.5,11.990752691917521,7.698705230491655,0.18020022246941045,324.4222222222222,0,13
3,3.0,2.005159168600002,4.010318337200004,10271.038328112942,0.08008898776418243,1.354431904787893,10271.038328112942,3631.8104817288922,1.615286543247607,18.5,7.859730033777801,3.919753681831377,0.7241379310344828,324.4222222222222,0,13
4,4.0,1.715991937169268,3.431983874338536,13430.232101401965,-0.10233592880978866,1.4252927490906755,13430.232101401965,3159.1937732890237,1.7367985032747153,24.5,7.63493140699423,4.449281632167197,0.525027808676307,324.4222222222222,0,13
5,5.0,0.32514407054230693,0.6502881410846139,14156.519622168587,0.00778642936596218,1.417754585332788,14156.519622168587,726.287520766622,0.3476453262545654,30.5,0.6105505504530435,1.8777846676850292,0.020022246941045607,324.4222222222222,0,13
6,6.0,0.4067218336201203,0.8134436672402406,15000.603366472915,0.04671857619577308,1.6038918711714683,15000.603366472915,844.0837443043274,0.39298891465014785,36.5,0.5033318951466089,1.237533502115165,0.10567296996662959,324.4222222222222,0,13
7,7.0,2.752493309491459,5.504986618982918,19966.638633416318,0.5420560747663551,1.1473700866633516,19966.638633416318,4966.035266943403,2.7037981267614204,42.5,15.48963498418668,5.627492328781896,0.5771028037383178,324.4222222222222,0,13
8,8.0,0.9472099093976042,1.8944198187952084,21837.854087964533,-0.525027808676307,1.393821765663064,21837.854087964533,1871.2154545482153,1.6310358052577516,48.5,10.917288663678749,11.525733161535232,0.08342602892102335,324.4222222222222,0,13
9,9.0,0.42502233677833834,0.8500446735566767,22700.713165737434,-0.03781979977753059,1.4321281937583605,22700.713165737434,862.8590777729005,0.3967048102909235,54.5,0.4995437220830141,1.1753352208957923,0.07452725250278086,324.4222222222222,0,13
